BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,TotalDistanceM
72.9,9.9,0.1,3099,7.5,263.4
63.1,11.5,-1.4,3670,16.6,216
56.3,8.5,-2.3,3821,-2.6,189
69.1,10.8,5.6,2440,-11.6,251
68.2,9.2,3.5,1900,-23.3,241.3
54.6,18.5,-4.8,5340,2.7,168.6
63.8,9.1,0.9,1660,-4.8,231.6
60.8,10.9,-7.7,3180,-10.4,211.4
56.7,15.4,0.6,2260,-8.3,207.8
54.5,15.5,9.8,2932,30.8,178.6
58.7,19,2.3,4170,1.9,192.4
73,12,-0.5,2090,-11.2,271.9
57.7,12.2,-4.1,3400,-9.1,201.1
66.9,15.2,4.5,2310,-12.2,245.2
69.1,7.7,2.4,1670,-23.6,244.1
67.4,7.3,2.7,4326,12.5,216.8
59,16.6,6.5,3160,-1.4,210.6
60.7,10.9,1.3,2150,15.2,218
49.6,15.5,0.9,3330,-7.5,169.2
62.7,14,3.8,2900,-2.5,229.5
72,15.3,0,2387,-4.4,265.2
66.4,11.7,2.7,3050,7.5,233
39.6,12.2,-9.4,2690,1.6,120.7
59,12.5,0.1,3840,-2.8,201.9
66.6,11.5,2,2380,0.9,250.9
61.3,13.1,3,2590,9,224.3
69,9.9,2.4,2050,-10.5,256.2
62.7,13.5,1.4,3550,11.2,215.1
11.6,34.6,-4.1,3030,-5.7,17.8
64.5,14.5,3.8,2017,-9.2,247
48.6,10.4,-9,5713,19.9,146.9
50,12.9,-3.1,3415,-1.5,160.5
56.8,18.4,1.6,3390,3.8,196.5
60.1,11.1,-4.8,3040,-0.6,211.3
76.2,12.6,2.5,2170,-13.5,290.2
51.6,9.5,-2.6,2695,4.8,167.1
64.3,11.5,-0.2,3150,2.3,229.4
62.8,10.8,1,4168,6.2,211.3
51.3,20.5,8.4,5260,22.5,156.8
53.2,7.2,-2.3,2790,-22.5,167.9
66.7,15.3,2.2,3920,4.6,220.5
53.7,11.5,-2.9,1962,-9,187.9
58.8,11.9,8.2,1790,17.3,211.3
59.8,16.2,3.5,2431,-18.2,221.8
64.4,15.7,1,2173,-8.1,244.7
65.4,15.3,3.2,2902,11,231.5
30.2,26.3,0.5,4390,4.6,82.9
73,13.8,0.9,2170,-8.5,276.5
61.1,12.5,7.8,3130,0.1,218.9
69.5,8.7,-0.1,1470,-25.5,250
72.4,18,1.8,3680,5.4,231.8
57.6,9.2,-2.6,3061,-4.4,198.7
72.6,13.5,-2.2,2883,12.9,261.7
61.5,12.1,7.8,2930,-2,222.8
69.8,10.9,-1,2310,-12.7,254.8
61.6,13,-2.1,3660,1.1,212.9
62.7,10.6,2.5,4003,11.5,211.2
58.3,8.3,3.6,2570,-5.9,200
66.7,13.5,0.2,2800,2.6,247.3
62.8,12.4,-1.6,2962,-13.1,226.8
73.6,14,-1.2,2840,-10.1,268.9
43.2,2.7,1.2,1720,43.2,85.8
72.6,17.4,0.4,3490,-3.4,246.1
56.5,7,-7,3752,8.4,174.6
69,14.4,7.1,3620,1.1,240.1
65.1,10,-1,1990,-10.2,240.8
71.8,13.3,3.2,2200,7.1,274.1
73.2,12,-0.7,3350,-3.2,255.5
56.6,13.9,-2.8,3895,-12.4,189.8
33.1,13.6,-2.5,3770,7.8,91.8
61.4,14.8,7.4,3030,7.5,220.9
67.6,14.6,0.4,3970,0.4,227.6
57,10.4,-5,4646,0.1,185.6
49.2,13.4,10.1,3620,23.4,158.7
64.8,8.2,2.4,2520,15.6,228.7
56.3,4.2,-1.5,1570,-9.9,158.7
57,21.1,-2.5,5380,-3.9,171.6
49.7,16.1,-4,2780,3.2,175.1
67.7,12.6,0.6,2267,-6.3,255.3
82.6,9.6,0.7,3540,-4.7,287.8
52.4,10.1,-10.6,2310,-40.8,153.4
51.3,22.9,1.8,5240,3.8,154.5
60.8,10.8,-3.1,2480,-30.1,211.4
62.9,8.5,-10.4,2770,-23.2,216
71.4,11.5,-0.9,2517,5.1,264.8
66.5,12,1.5,2900,-14.9,233.7
62.6,7.8,-5.4,2980,-9.5,217.1
28.4,14.9,1.4,1574,-1.6,69.2
59.5,14.4,-3.4,5320,-4.2,185
60.3,8.3,3,2410,-2.2,209.5
57.6,2.8,4.1,1270,-9,139.7
55,12.7,-6.1,3660,1.6,184.6
61.6,13.8,-4.2,2350,-9.8,228.7
57,13.2,-3.1,3418,-12.7,196.2
61.9,10.2,5.3,3284,-4.1,219
67.1,10.7,-4.2,2059,-4.2,251.5
61.2,14.3,0.1,2930,1.3,221.6
61.8,13.9,-3.5,5290,-3.3,192.2
57.2,13.1,-1.5,2110,-0.7,208.9
53.8,22.6,1.6,4810,11.3,166
53.2,6.6,-0.5,2690,-18.8,167.2
74.6,14.5,1.1,3120,-11.5,262.5
72.3,11.2,-1,1910,-4,276.2
52.1,19.7,0,6920,-0.9,149.8
62.3,20.1,0,4770,10.9,191.6
52.7,8.1,-3.3,2530,-4.1,176.1
48.6,14.9,0.8,2780,0.2,168.6
61.2,16.5,0.4,2743,-2.5,224.6
55.2,7.9,-0.1,2682,0.8,188.2
59.3,16.6,7,3088,14.2,204.3
58.5,18.6,1.8,3870,17.2,196.4
50.8,18.1,2.4,3760,-3.6,170.3
62.2,10.4,-3.1,4160,5,205.6
65.8,12.9,5.3,2320,2.7,248.9
65.4,7.1,1.8,1720,-11.9,228.7
67.3,9.1,1.7,2200,-11.4,247.4
64.5,13.1,6.3,2580,-5.2,240.8
34.4,15.8,-8.5,3270,-22.9,98
12.5,6.3,20.8,880,62.5,14
37.9,18,3,1986,-8.3,124.1
42.5,22.7,2,5270,-3.3,126.9
31.3,21,12.9,13470,0.6,40.3
54.2,7.2,4.5,4618,4.3,172.1
75.3,14.8,5.6,2770,-4.6,278
48,12.6,-2,2210,-16.3,160.4
58.2,14.3,4.1,4210,1.4,194.1
56.4,22.9,-2.5,4440,-3.6,175
74,17.8,0.2,3600,-6.3,246.6
50.7,14.7,-7.6,2850,1.4,177.8
31,26.5,-4.7,7035,5.3,78.8
44.8,7,3.6,1151,-8.3,125.3
67.3,11.8,4,1500,-30.3,234.8
72.1,8,1.3,2375,3.8,256
51.9,16.1,2.7,4340,-0.7,168
47.2,34.1,7,7518,5.7,117.9
64.4,6.6,-2.2,1820,-28,212.3
46.2,18.9,4.1,3160,0.5,154.2
58,15,-0.9,2440,-1.1,213.1
43.6,25.9,3,6130,-2.4,124.4
48.7,22.1,-4.8,5760,-17.5,144.9
54.2,12,-1.6,1100,-26.5,187.8
49.5,19.9,3.3,3580,-1.7,166
55.6,10.4,-2.3,3650,-6.8,188.6
65.5,11.3,-0.6,1710,-4.6,245.2
59.3,0.5,-3.4,1530,-46.1,78.8
25.6,16.2,1.8,1700,-9,67.5
51.7,12.9,2.9,3150,0.9,178.3
61.8,19,6.1,5180,22.4,187.8
66.4,15.5,0.7,4159,-0.7,219.8
65.2,12.2,-0.1,2680,-18.5,231.5
70.9,13.7,5,2560,19.3,255.3
71.9,12,0.9,1850,-28,256.9
50.7,17.7,-0.3,3580,7.9,171.3
72.5,14.5,4,2260,-16.4,272.2
51.5,12.1,-2.1,3740,-13.6,170.7
59.1,16.5,9.8,4080,6.4,197.5
65.2,12.9,2.6,2076,-16.6,245.7
43.3,27.9,-3.7,4650,-9.1,128.8
73.4,4.4,-0.2,3165,-15.6,254.9
43.4,18.4,2,7391,9.2,123.2
54,16.6,1.7,5887,20,162.5
72.3,12.5,1.2,2616,-2.2,270.5
74.3,10.7,-1.3,2602,5.8,273.8
68.1,9.4,4.8,2944,3.3,238.6
64.8,13.3,2.7,2880,-11.5,237.2
61.3,3.1,-2,1650,-64.2,127.7
14,3.2,-4,1340,-59.1,13.7
65.4,12.7,0,2600,-15.6,242.3
65.9,8.4,1.4,1920,-18.7,235.6
61.8,14.6,1.4,4313,4.9,204.1
61.4,7.5,-4.7,1550,-21.1,205.8
51.9,20.3,0.2,6934,1.9,148.7
72.4,17.9,0.4,3650,-4.8,232.8
56.3,7.6,-6.6,3170,-21.2,186.1
67.2,14.3,1.1,2880,1.9,248.1
28.9,38.9,-19.4,6770,0.2,66.6
65.1,12.8,1,2510,-20,232.9
71.4,11.4,-2.9,1966,-4.8,270.6
53.5,21.5,-1.9,4651,-6.9,165.6
64.3,5.9,0.6,1570,-6.6,215.8
42.5,12,-2.7,2700,15.4,124.9
23.1,25.8,16.8,5910,34.4,50.6
42.7,10.5,-0.7,4300,14.7,121.6
59.7,17.6,-2.3,3370,6,202.8
51.6,13.7,5.9,4450,15.1,166
48.6,12,-4.8,3438,-13.4,155
56.5,16.2,7.2,6379,15,168.7
56.9,6.9,-7.4,2070,-24.7,178.7
66.1,10.8,-0.3,2080,-24.2,241.4
67.3,14.1,3.9,2700,-6.4,250.8
57.9,19.6,0.2,8074,15.4,160.5
62.6,14.7,-1.1,3750,2.1,211.7
65.5,14.1,-1.9,4420,-2.9,211.1
60.6,15.9,-0.3,4710,1.8,190.2
64.1,14,0.4,3030,-14.4,232.1
36.3,30.9,2,8960,0.6,90.2
53.3,0.3,-6.6,1966,-77.5,62.8
73.9,15.9,-2.7,2373,-13.3,275.8
36.5,17.5,-6,3199,-25.6,108.4
26.6,20.8,1.9,4910,2.6,66.6
44.4,4.2,-3.1,1610,15.9,107.6
74.1,19.1,1.4,2494,-8.1,273.7
26.7,20.9,-0.8,1762,1.3,75.6
54.7,14,7,4280,18.7,177.3
42.2,19.1,0.4,4020,-6.9,133.1
45.6,19.6,2.3,3560,-7.6,150.3
62.1,15.9,-6,3310,11,215.4
64.1,9.8,4.7,1890,-22.7,230.1
51.4,19.5,-0.1,3330,14.1,175.9
67.2,12,1.8,4155,-1.8,220.5
58.8,16.3,-1,4150,3.6,195.6
48.1,20.9,13.3,3485,4.3,160.8
62.3,13.1,-2,3678,5.2,212.3
53.8,16.9,-3.2,3477,4.7,185.4
56.2,17.1,-2.3,4395,-3.1,181.8
52.5,18.1,1.4,6400,5.7,150.5
65.1,11.4,0.9,2410,-28.6,233.8
61.5,18.8,-0.6,2989,12.8,218.9
65.4,8,-2.1,3729,1.1,224.5
50.7,9.2,-4.3,6326,23.5,143.9
46,21.1,2.2,4860,-1.9,142.3
74.1,16.3,-1.5,2740,-11.5,270.7
33.1,0.5,-6.8,1580,-76.1,42.5
38.2,10.3,-21.3,8344,1.5,60.8
75.1,11,0.2,2680,-4.3,276.2
63.1,5.6,-2.6,1420,-21.1,199.7
55.2,17.8,-2.7,6070,4.1,164.3
65.2,13.9,1.4,2172,0.5,238.8
46.2,19.7,8.3,6107,10.1,136.7
65.1,15.7,7.7,3100,15.7,233
57.9,11.7,-6,2816,-6.1,207.5
70.6,15.9,0.3,3250,-6.7,248.5
61.6,13,1.6,5943,15.4,187.9
61.7,17.4,2.8,2370,-23,229.3
73.5,9.5,-1.8,1890,5.6,279.6
64.1,9.4,-1.5,1780,-9.2,234
31.2,31,25.6,6680,15,79.1
68,11.5,3.9,2500,-2.6,245.7
14.1,28.4,-5.3,3220,-3.4,25.1
46.8,5.8,-5.2,2110,-26.7,128.4
66.4,12.4,-1.3,2370,-26.4,243.1
58.8,14.7,-3,3310,3.4,203.8
51.3,2.9,2,770,-22.2,92.7
64.8,10.2,-6.2,2947,-49.2,193.4
65.3,6.5,-0.8,1590,-23.5,217.5
60.7,8,2.6,3320,-19,201.8
51.6,12.9,4.2,1210,5,182.7
47.4,19.1,3.2,6840,-7.6,135.8
62.6,14.5,-0.6,4400,-3.3,202.4
66.8,13.4,1.1,2517,-23,246.4
44.9,19.8,2.3,7365,18.4,127.2
69.1,10.2,3.6,2240,-14.9,257.9
49.9,13.3,3.5,2849,17.2,168.7
55,0.6,-1.9,1440,-10.9,79.9
48.7,9.4,0.5,6176,41.4,129
44,24.9,0.2,5799,-6.1,126.7
9.5,52.3,-6.6,2734,2.6,10.4
63.6,12.7,-0.1,2417,-7.3,237.7
68.8,13,4.2,2512,-0.6,258
58.5,11.5,-3.9,2080,-9.1,210.8
61.9,14.2,1.8,3602,7.7,211.7
65.4,13.5,2.5,2780,-21.2,238.3
64.2,13.2,-1.4,4341,-28.1,207.5
54.7,6.8,8,2200,0.2,177.3
56.1,13,-3.5,3290,-27.8,184.8
71.6,10.7,-0.3,2360,-3.9,271
42.2,23.1,-1.3,5670,8.1,120.2
68.1,14.7,0.6,2370,-10.1,257
30,19.6,3,3570,-11.1,82.3
58.9,12,-1,3090,5.4,209.7
72.3,12.2,0.3,2780,4.9,267.3
73.1,15.2,-3,2471,-14.8,273.3
70.6,10.5,-1.9,2970,-6.5,254.3
64.6,16.2,1.5,5409,0.2,197.2
66.5,4.5,-10.3,2830,-19.9,223.4
53.4,19.1,3.3,2233,7.8,198.1
64.8,9.5,-2.3,2220,-48.6,208.6
68.9,6.8,-3.1,4234,7.4,229.6
69.7,14.5,2.1,4129,-12.5,231
64.5,12,2,3200,-0.5,232.4
63.3,14.2,-0.1,2500,-4.3,228.1
64.3,5,-4.2,1910,-12.3,211.3
51.6,18.7,3.6,3990,-2.7,170.8
45,11.7,-7,2790,4.5,147.2
72.5,15.7,-0.5,2330,-7.9,272.1
48.2,6.6,3.1,2113,-11,139.9
65.9,11.4,-0.1,2440,-1.8,245.1
58.7,19.6,6.6,4080,2.1,192.8
68.7,16,-0.7,2490,-3.2,258.6
59.5,17.4,5.5,4020,9.8,198
55.3,15.6,-2.2,3510,2.1,190.9
65.2,12.3,-1.6,2540,-17.6,240.9
64.4,16.4,2.7,2658,8.5,237.5
55.4,16,-3,3730,-23.3,186
61,4.1,-0.8,2762,-5.5,187.8
61.3,16.3,-1.8,6380,2.6,179.2
64.8,11.6,7.6,1870,-25.5,238.1
46.3,18.5,-5.4,2770,-11.5,159.7
44.4,17,10.9,3250,10.7,147.1
59.2,20.6,8.6,4860,8.8,183.4
71.8,12.8,0.6,2950,-1.8,259
64.5,18.3,-1.7,4050,-1.9,212.2
64.5,12.1,0,2754,-20.5,224.3
63.8,5.2,-3.3,2660,13.1,205.2
73.1,11.5,-1.5,3440,-4.2,253.6
69.5,6.4,4.1,1300,-20,234.3
62,12.4,1.2,2548,-5.7,226.2
72,11.6,5.2,2260,-20.9,265.7
41.6,12,6.6,1090,62.7,106.6
74.8,6,2.9,1320,-1.9,254.7
65.1,14.9,-0.2,2748,-0.6,240.3
11.9,52.3,-8.5,4320,0.2,14.2
55.4,17.6,-0.7,3463,3.8,191.7
71.4,13,7.8,2062,9.5,264.4
56.3,5.8,0.7,2050,-19,175.8
61.5,9.5,-0.6,2720,11.7,219.8
74.5,11,0.6,2470,3.9,281.5
66.8,7.2,3.5,1840,-2.6,238.7
43,21.5,0.8,4800,-6,131.5
34.8,21.9,0.8,3860,6,103.7
64.3,9.8,-2.2,1900,-16.7,234.3
65.1,15.3,-4.8,3910,-2,219.9
57.4,7.2,7.3,1873,-6.4,191.4
50.5,11,8.2,2640,25.6,164.7
30.9,18.6,-1.1,3850,-3.4,86.2
75.7,14.3,2.9,3657,13.9,253.5
63.6,12.7,8.3,1587,0.2,237.7
37.1,22.7,3.2,8213,13.1,99.2
57.1,18.8,4.3,4260,16.8,186
12.1,31.7,-1.4,3012,-1.8,19.2
70.9,9.5,-1.3,2530,5.8,264.5
9.1,32.1,-5.5,3696,-2,10.4
63.3,18,-7.3,2953,-11.8,225.3
59.1,5.2,1,1750,-29.7,175.4
65.3,13.9,-1.7,3750,0,221.2
45.7,15.6,-8.7,4550,-14.3,142.8
25.1,14.3,-26.1,8400,-47.1,46.4
66.3,11.7,-4.3,2430,-13.8,237
50.8,13.9,5.9,2320,6.2,178.1
58.4,13.7,-1.1,5262,-1.9,183.7
62.2,14,-0.8,3280,-1.2,222
58.8,11.6,-0.7,2420,-0.7,212.2
60.5,8.4,3.1,2890,1,211.4
40.8,23.4,2.7,5410,-1.6,119.9
71.7,13.8,0.7,2396,-5.2,271.5
44.7,6.8,-1.7,2300,0.2,130.5
71.5,12.1,-1.2,2450,-13.3,267.1
50.9,7.8,1.8,1430,11.9,154.4
54,20,6.1,3680,3.3,181.2
66.9,3,-0.2,1720,-34.8,178.8
73.8,15,-1,2390,-4.2,271.7
59.7,11.6,-0.6,2690,-36.8,202.2
48.7,2.4,-2.2,2370,-54.7,93
69.6,12.2,-0.1,2267,-12.6,261.8
70.3,14.1,-1.9,3590,5.8,244.5
61,8,-9.7,1930,-19.4,205.9
67.6,12.3,3,2659,-18.4,239.9
45.3,24.3,-0.6,7231,-4.4,124.7
67.2,13.8,1.4,2380,-4.4,253.6
54.8,18.2,11.6,4830,17.5,173.5
51,9.2,-0.4,2396,61.2,128.3
68.1,8.8,1.4,3072,-14.1,234.1
64.1,13.7,-1.2,3080,-17.7,230.7
61,12.7,-5.3,3590,-16,210.8
67.1,12.8,0.2,2520,-7.3,250.6
53.3,6.3,-3.8,3030,-1.9,173.8
61.8,8.3,2.1,1890,-8.2,214.8
72.1,16.1,3.4,2930,1.1,252.9
60.2,6.4,-2,2000,-17.4,198.8
55.8,17.2,9.6,7461,25,159.5
71.3,14.9,0.5,3050,-5.2,256.3
21.1,7.9,-13.2,1530,-46.8,38.2
33.3,26.7,0.9,4370,-2.4,94.8
64.5,14.2,0.9,2920,-12.6,227.9
66.5,15.8,-4.4,5205,-5,204.9
67.5,8.3,2.6,2127,-27.2,234.2
56.8,7.3,0.1,2630,-2,193.5
64.4,11,-6.9,3250,-2.4,228.7
64.8,14.7,1,4407,4,208.5
39.9,23.3,-0.1,6698,9.4,112.1
45.9,6.2,3.6,2550,35.9,120.9
54.9,18.7,1.1,7110,3.4,157.1
41.4,22.6,3,9104,17,108.9
76,13.5,0.7,2172,-12.4,286.9
65,16.9,3,3700,1.9,222.9
54.8,16.4,-3.7,3210,5.1,192.7
75.1,13.5,-1.3,2013,-2.8,287
51.9,11.7,1.3,3580,-2.3,174.7
64.1,15,3.9,3090,5.9,232.2
26.5,19.1,-2.8,3520,-0.6,68.7
72.9,10.2,-3.1,2850,-10.2,263.4
63.7,13.3,2.4,3550,2.4,219.6
58.4,14.9,-1.1,5480,1.2,178.6
71.4,8,0.5,2630,-10.4,259.3
55.6,16.1,-3.3,6010,0.7,167.2
68.9,5.4,3.6,1280,-25.7,219.8
62.6,5.4,-3.6,1970,-52.4,167.4
19.1,18.5,-0.8,3190,-12.7,39.7
63.7,13.1,1.4,2660,-32.5,225.1
58,5.8,-0.6,2840,-32.1,177.5
50.1,14.1,2.2,3529,9.9,166.9
68.6,13.7,1.8,3680,21.3,235.5
48.9,12.4,5.9,3251,21.3,156.8
50.2,15.2,2.5,3470,-3.5,170.7
66.3,8.9,1,2070,-1.6,232.2
62.9,11.6,3.1,2710,-10.7,223.3
25.7,26.6,4.4,3330,13.4,67.6
52.5,18.3,-1.7,6600,-0.4,149.3
34.8,27.8,4.9,5780,4.6,94.5
63.5,13.8,3.9,6268,30.4,187.3
74.2,15,-3.4,2087,-2.2,283
61.3,9.4,8.5,2650,4.2,220.6
59.5,13.3,4.1,3862,2.2,196.3
64.6,10.3,-4.1,1550,-31,225.8
45.2,15.5,-9.1,2915,-15.3,150.7
19.5,41.5,-2,3383,2.8,40.3
33.3,17.5,-14.7,7420,-34.2,81
30.4,12,10.7,3050,36.6,74
42.3,17.6,1.3,4170,4.6,132.4
56.7,0.5,-6.6,1800,-33.4,78.4
53.4,7.9,-4.3,2490,-28.2,170
42.3,22.4,0.9,7359,11.5,118.4
67.7,11.4,6.8,2170,-24.8,249.7
73.5,12.2,1.1,3040,-3,266
25.8,16.8,-3.8,3280,-10.8,64.8
57.5,17.6,-0.6,4470,7.5,186.3
67.7,2.5,-0.2,1590,-46.9,153.6
53.1,19.9,2.7,4150,14.6,173.2
64.6,9.7,-0.8,3026,2.9,230.4
59.2,9.7,-4.6,1790,-32.8,198.1
40.2,24.3,1,4870,1.3,119.5
55.1,14.5,1.9,3250,20.1,190.7
63.8,12.9,3.8,2780,-10.9,234.3
34.1,22.5,1.8,4750,1.5,97.3
59.6,18.8,-6.1,2865,4.2,214.7
62.4,11.6,0.9,2410,-13.1,229.4
67,13.3,3.3,3140,-7.6,233.7
60.2,16.5,2.8,3960,9.3,199.3
57,2,-3.1,1510,-16.6,123.9
58.7,12.9,2.6,1930,-8.3,217.7
13.9,24.1,20.2,3220,27.8,23.9
60.9,14.8,3.8,5013,14.4,192.6
62.5,12.5,6.5,3651,6.2,217.4
50.7,19.1,-0.1,7382,-2.4,144.4
25.6,7.9,6.2,1250,22.2,54.3
55.2,13,5,1685,2.5,201.3
58.4,15.9,3.3,3440,-3.5,204.4
51.7,1.4,-1.3,1950,3.6,100.1
62.5,14.3,-1.1,5000,3.5,195
48.3,10.2,-2.5,4024,10.3,148.2
58.7,17.2,4.3,3469,5,203.2
50.5,15.8,8.9,4052,7.9,166.2
72,13.3,-0.5,2530,4.3,267.5
69.2,13.2,0.1,2690,9.4,257.9
69.1,18.1,0.7,3240,-6.9,233.3
28.6,18.2,3.6,3390,9.1,77.2
64.2,12.4,2.9,2680,-14.4,235.8
67.4,8.3,1.7,1650,-20.8,237.1
62.5,6.8,-9.1,2250,-19.8,212.5
63,10.7,1.5,3921,15.1,206.4
61.4,10.9,0.1,3501,-24.4,207.9
30.7,41.9,-28.8,7200,-24,69.2
48.8,15.9,-8,4658,-11.5,154.7
52,9.5,-9.5,3196,12.4,163.4
69.3,14.7,0.9,3030,-1.4,251.4
62.2,13.5,4.5,3170,-6.1,223.6
49.2,19.4,-2.7,5030,-4.3,152.8
67.4,16.6,1.3,3190,1.8,239.8
52.8,15.6,5.6,3255,23.2,178.8
67.6,5.3,1.4,2510,3.9,225.8
61.2,8.2,-1.5,2040,8.8,211.9
59.5,14.4,2.2,3630,23,201.7
53.5,5.6,-2.2,2411,4,158.4
43,24.2,3.3,5470,0,125.8
62,8.2,-4.1,2370,-11.1,219.7
59.8,10,-0.5,2940,-1.2,212.9
65.7,13.6,5.5,2660,-12.3,244.5
70.1,16.2,0.7,3280,-4.7,245.8
66.9,14.8,5.2,3650,10.1,231.4
66.2,5.2,1.1,1290,-19.5,209.1
53.3,21.4,8.8,4890,6,165.4
52.9,9.7,-0.3,1380,-16.5,172.5
59.1,8.8,6.7,5705,25.5,176.4
60.2,19.5,4.4,5600,21.1,181
58.4,9.5,2.3,2660,-9.6,206.1
73,16.4,1.8,2940,-11,262.5
66.4,13.5,5.6,4645,8.1,210.6
44.7,17.1,1.8,3700,11.6,144.9
65.3,14.1,-1,2980,-12.3,237.5
72.4,14,9.3,2350,-3.7,272.3
53.6,19.2,2.8,4324,14.5,173.6
64.2,12.1,3.6,2731,-2.5,236.8
75.6,17.2,-0.1,2651,-20.2,273.2
76,11.9,-3.7,2520,-6.2,282.1
71,9.6,0.1,1350,-14.6,263.7
56,15.2,1.7,5740,3.7,170.8
65.2,12.7,-0.2,3800,-0.5,220.9
78.4,12,2,2610,11.6,293.5
65.2,12.6,1.8,2890,-21.6,235.3
53.5,18,0.7,3200,10.1,181.3
65.9,9.2,-1.1,1660,3.4,239.6
66,7.5,-1.1,1670,-30.9,222.1
67,13.1,-2.7,2390,-9.4,251.3
32,21.9,11.7,6876,15.7,82.3
69,5.2,1.3,1390,-21.7,222.7
72.1,14.3,-0.5,3200,1.2,248.5
59.4,17.2,-0.4,2770,12.5,213.2
57.7,15,-4,4950,-1,184.5
47.6,21,3,7790,-6.6,131.9
65.2,8.7,2.6,2140,-8.7,237.6
61.1,17.1,5.5,2550,-3.6,228.2
71.8,15.8,-0.4,3188,-7.5,253.7
72.9,11.3,3,3440,5.6,257.2
50.7,21.7,1.5,7280,4.4,141.3
67.4,10.7,2.3,2340,-19.1,248.3
58.7,11.3,2.8,2644,6.6,202
41.2,24.4,7.1,4960,8.4,122.4
55.9,11.4,2.8,2020,-12.2,199.3
54.1,17.3,8.2,3030,13.7,189.5
67,8.7,4.7,1620,-15.1,238
52.2,20.5,-2.8,2979,-1.1,176.9
56,0.5,-4.9,1110,10.2,77.4
58.7,14.3,7.4,2570,14.4,205.1
64.7,11.5,-2.6,2440,-6.5,238.5
11.8,28.8,-0.7,3697,0.8,17.3
65.5,12.5,3.3,3573,0.2,222.8
50.6,19.5,-0.3,6952,-2.1,144.5
57.7,16.7,-3.4,4300,3,190
56.7,14.9,-2.8,3910,9.5,191.6
35.7,18.5,-6.1,3860,3.7,106.2
69.2,17,-3.7,4155,-12.2,225.9
28.9,20.9,7.8,3641,11.9,79
66.1,14.3,3.7,3491,5,225.9
70.9,14.3,-3.2,2498,0.7,266.5
61.9,0.7,-6.1,1250,-38.3,88.9
65.5,15.8,4.5,3200,-9.6,234.1
63.2,9.9,-6.6,2500,-7.8,228.1
71.2,10.5,-1.1,1790,-10.2,268.7
53.7,15.2,-1.9,4410,-3.6,175.1
69.6,5.2,-0.3,1990,-21.9,233.8
63.7,11.7,0.2,2886,-0.3,232.7
39.6,21.8,0.6,4670,6.2,118.8
19.5,38.3,-2,4358,2.3,39.8
30.2,11.7,-6.2,8232,-30.2,63.3
51,7.9,3.3,600,-73.8,127.7
60.6,14.5,-2.8,5750,0.3,184.3
65.4,13.3,0.2,3600,5.9,226.5
58.5,15.2,0.4,3950,4.8,197.8
28.6,17.5,-15.7,5720,-52,64
64.7,17,5,3480,2.8,225.2
39.7,0.8,-0.9,1440,-80.8,54.2
29.2,23.6,0.4,6150,14.2,73.2
60.1,8.8,6.6,6228,18.8,180.1
63.3,15.2,2.5,3420,-8.3,223
72.5,12,1.2,2937,8.3,258.2
64.9,12.8,-2,2638,-6.3,240
54.3,16.7,0.2,4250,-8.7,178.2
25.7,25.1,0.9,3060,-0.2,68.7
77.3,17,0.5,2610,-12,281
72.2,15.2,-0.8,3300,-7.7,253
67.4,12,2.2,3836,-6.7,225.7
69.1,10.8,0.6,3110,-3.7,248.7
15.6,16.5,-0.6,3207,8.8,26.7
65.1,12.6,2.4,2770,-11.7,239.3
54.4,9.9,3.2,2903,-7.4,186
55.4,17.8,5.6,4570,24.9,176.8
65.8,13.1,-5.4,2370,-7.6,246.7
76.3,11.2,-3.1,3540,-7.1,261.7
48,7.3,9.4,2358,33.4,106.7
15.9,14.6,-3,2100,-12.3,28.3
39.4,16.8,-7.7,3620,2.4,123
53.5,16.3,-0.3,5970,-0.3,159.2
67.1,17.1,0.9,2910,5.5,243.8
54.7,10.9,-0.2,1531,10.6,187.9
65.7,11.1,-0.8,2140,-15.2,244.4
52.6,18.4,-0.2,7020,0.2,147.6
75.7,9,2.3,3350,2.3,267.8
58,17.1,0.2,6680,-0.3,168.5
67.8,5.8,-0.8,1720,-6.3,231.4
66,14.2,1.5,3030,-7.3,240.1
52.8,12,3.5,3940,0.3,175.9
60.5,16.5,2.8,3780,5.1,205.6
32.9,26,9.7,4840,15.5,89.6
66.4,12.4,-2.5,2260,-12.9,248.3
34.4,19.1,10.9,4240,12.1,99.5
13.6,31,-2.4,3170,-1.8,23.7
59.5,9.8,-6.5,4680,6.9,197.3
60.5,13.2,1.2,5340,10.6,186.5
61.2,17.7,-0.7,3920,16.8,203.2
25.4,5.8,23.4,3000,51.1,44.4
40.7,7.2,15.9,2230,50.6,102.2
63.9,8.6,-0.6,1810,-27,221.1
57.3,12,5.1,4130,27.9,185.9
65.1,12.4,5,2480,-4.8,244
38.7,24.3,-7,5210,-4.4,112.6
72.1,9.2,2.7,2709,8.3,256.9
66.6,14.2,-1.4,3890,-0.9,226.1
45,31.8,-4.3,8720,-1.7,113.6
48.7,9.8,1,1588,-6,146.5
56.8,8.9,-1.1,1526,-29.5,172.9
47.2,10.7,-4.1,7200,22.8,132
57.3,8.2,-1,2950,-19.1,194
51.7,7.7,6.1,3030,1.6,167.8
59.4,15.8,-2.6,3934,-1.5,199.2
70.9,15.5,7.7,2920,-8.3,254.4
64,14,2.2,2338,-11.8,241
