BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,MaxHeightDistanceM
51.5,12.1,-2.1,3740,-13.6,94.6
59.1,16.5,9.8,4080,6.4,124.7
65.2,12.9,2.6,2076,-16.6,134.6
43.3,27.9,-3.7,4650,-9.1,77.8
73.4,4.4,-0.2,3165,-15.6,155.2
43.4,18.4,2,7391,9.2,72.2
54,16.6,1.7,5887,20,101.5
72.3,12.5,1.2,2616,-2.2,167.7
74.3,10.7,-1.3,2602,5.8,170.1
68.1,9.4,4.8,2944,3.3,149.7
64.8,13.3,2.7,2880,-11.5,142
61.3,3.1,-2,1650,-64.2,29.1
14,3.2,-4,1340,-59.1,1.1
65.4,12.7,0,2600,-15.6,140.2
65.9,8.4,1.4,1920,-18.7,118
61.8,14.6,1.4,4313,4.9,131.7
61.4,7.5,-4.7,1550,-21.1,88.8
51.9,20.3,0.2,6934,1.9,96.5
72.4,17.9,0.4,3650,-4.8,161.4
56.3,7.6,-6.6,3170,-21.2,95.9
67.2,14.3,1.1,2880,1.9,153.2
28.9,38.9,-19.4,6770,0.2,39.9
65.1,12.8,1,2510,-20,135.6
71.4,11.4,-2.9,1966,-4.8,155.3
53.5,21.5,-1.9,4651,-6.9,105.8
64.3,5.9,0.6,1570,-6.6,95
42.5,12,-2.7,2700,15.4,58.8
23.1,25.8,16.8,5910,34.4,22.5
42.7,10.5,-0.7,4300,14.7,59.3
59.7,17.6,-2.3,3370,6,129.5
51.6,13.7,5.9,4450,15.1,96.5
48.6,12,-4.8,3438,-13.4,79.6
56.5,16.2,7.2,6379,15,108.4
56.9,6.9,-7.4,2070,-24.7,77
66.1,10.8,-0.3,2080,-24.2,127.4
67.3,14.1,3.9,2700,-6.4,152.3
57.9,19.6,0.2,8074,15.4,108.5
62.6,14.7,-1.1,3750,2.1,134.9
65.5,14.1,-1.9,4420,-2.9,140.4
60.6,15.9,-0.3,4710,1.8,126.7
64.1,14,0.4,3030,-14.4,140
36.3,30.9,2,8960,0.6,56.2
53.3,0.3,-6.6,1966,-77.5,2.2
73.9,15.9,-2.7,2373,-13.3,172.6
36.5,17.5,-6,3199,-25.6,49.6
26.6,20.8,1.9,4910,2.6,28.7
44.4,4.2,-3.1,1610,15.9,26
74.1,19.1,1.4,2494,-8.1,177.4
26.7,20.9,-0.8,1762,1.3,27.9
54.7,14,7,4280,18.7,105.9
42.2,19.1,0.4,4020,-6.9,71.9
45.6,19.6,2.3,3560,-7.6,83.7
62.1,15.9,-6,3310,11,134
64.1,9.8,4.7,1890,-22.7,114.4
51.4,19.5,-0.1,3330,14.1,102.1
67.2,12,1.8,4155,-1.8,148.2
58.8,16.3,-1,4150,3.6,123.4
48.1,20.9,13.3,3485,4.3,92.9
62.3,13.1,-2,3678,5.2,133
53.8,16.9,-3.2,3477,4.7,109.4
56.2,17.1,-2.3,4395,-3.1,114.3
52.5,18.1,1.4,6400,5.7,97
65.1,11.4,0.9,2410,-28.6,126.4
61.5,18.8,-0.6,2989,12.8,134.9
65.4,8,-2.1,3729,1.1,140.7
50.7,9.2,-4.3,6326,23.5,79
46,21.1,2.2,4860,-1.9,84.3
74.1,16.3,-1.5,2740,-11.5,174.6
33.1,0.5,-6.8,1580,-76.1,1.1
38.2,10.3,-21.3,8344,1.5,15.6
75.1,11,0.2,2680,-4.3,173.9
63.1,5.6,-2.6,1420,-21.1,79.7
55.2,17.8,-2.7,6070,4.1,106.5
65.2,13.9,1.4,2172,0.5,141.5
46.2,19.7,8.3,6107,10.1,82
65.1,15.7,7.7,3100,15.7,144.6
57.9,11.7,-6,2816,-6.1,115.2
70.6,15.9,0.3,3250,-6.7,162.9
61.6,13,1.6,5943,15.4,122.6
61.7,17.4,2.8,2370,-23,130.4
73.5,9.5,-1.8,1890,5.6,156.4
64.1,9.4,-1.5,1780,-9.2,117
31.2,31,25.6,6680,15,44
68,11.5,3.9,2500,-2.6,150
14.1,28.4,-5.3,3220,-3.4,9.1
46.8,5.8,-5.2,2110,-26.7,41
66.4,12.4,-1.3,2370,-26.4,135
58.8,14.7,-3,3310,3.4,123.5
51.3,2.9,2,770,-22.2,23.1
64.8,10.2,-6.2,2947,-49.2,103.1
65.3,6.5,-0.8,1590,-23.5,95.5
60.7,8,2.6,3320,-19,116.9
51.6,12.9,4.2,1210,5,78.5
47.4,19.1,3.2,6840,-7.6,83.8
62.6,14.5,-0.6,4400,-3.3,132.1
66.8,13.4,1.1,2517,-23,142
44.9,19.8,2.3,7365,18.4,75.9
69.1,10.2,3.6,2240,-14.9,144.2
49.9,13.3,3.5,2849,17.2,87.2
55,0.6,-1.9,1440,-10.9,10.8
48.7,9.4,0.5,6176,41.4,65.7
44,24.9,0.2,5799,-6.1,77.4
9.5,52.3,-6.6,2734,2.6,5.3
63.6,12.7,-0.1,2417,-7.3,134.5
68.8,13,4.2,2512,-0.6,155.5
58.5,11.5,-3.9,2080,-9.1,108.5
61.9,14.2,1.8,3602,7.7,132.8
65.4,13.5,2.5,2780,-21.2,139.9
64.2,13.2,-1.4,4341,-28.1,130.5
54.7,6.8,8,2200,0.2,80.7
56.1,13,-3.5,3290,-27.8,104.5
71.6,10.7,-0.3,2360,-3.9,159.8
42.2,23.1,-1.3,5670,8.1,71.4
68.1,14.7,0.6,2370,-10.1,153.6
30,19.6,3,3570,-11.1,36.1
58.9,12,-1,3090,5.4,121.2
72.3,12.2,0.3,2780,4.9,167.6
73.1,15.2,-3,2471,-14.8,169.6
70.6,10.5,-1.9,2970,-6.5,159
64.6,16.2,1.5,5409,0.2,134.4
66.5,4.5,-10.3,2830,-19.9,119
53.4,19.1,3.3,2233,7.8,107.7
64.8,9.5,-2.3,2220,-48.6,95.6
68.9,6.8,-3.1,4234,7.4,149.8
69.7,14.5,2.1,4129,-12.5,154.9
64.5,12,2,3200,-0.5,141.9
63.3,14.2,-0.1,2500,-4.3,137.6
64.3,5,-4.2,1910,-12.3,94.6
51.6,18.7,3.6,3990,-2.7,102.5
45,11.7,-7,2790,4.5,68.9
72.5,15.7,-0.5,2330,-7.9,169
48.2,6.6,3.1,2113,-11,52.7
65.9,11.4,-0.1,2440,-1.8,141.5
58.7,19.6,6.6,4080,2.1,124
68.7,16,-0.7,2490,-3.2,159.2
59.5,17.4,5.5,4020,9.8,126
55.3,15.6,-2.2,3510,2.1,113.4
65.2,12.3,-1.6,2540,-17.6,137.6
64.4,16.4,2.7,2658,8.5,143.8
55.4,16,-3,3730,-23.3,109.2
61,4.1,-0.8,2762,-5.5,88.7
61.3,16.3,-1.8,6380,2.6,121.3
64.8,11.6,7.6,1870,-25.5,122.1
46.3,18.5,-5.4,2770,-11.5,83.8
44.4,17,10.9,3250,10.7,76.8
59.2,20.6,8.6,4860,8.8,121.6
71.8,12.8,0.6,2950,-1.8,165.4
64.5,18.3,-1.7,4050,-1.9,141.4
64.5,12.1,0,2754,-20.5,134.8
63.8,5.2,-3.3,2660,13.1,112.2
73.1,11.5,-1.5,3440,-4.2,167.1
69.5,6.4,4.1,1300,-20,109.8
62,12.4,1.2,2548,-5.7,129.6
72,11.6,5.2,2260,-20.9,154.7
41.6,12,6.6,1090,62.7,37
74.8,6,2.9,1320,-1.9,133.1
65.1,14.9,-0.2,2748,-0.6,146.3
11.9,52.3,-8.5,4320,0.2,8.1
55.4,17.6,-0.7,3463,3.8,115.1
71.4,13,7.8,2062,9.5,159.8
56.3,5.8,0.7,2050,-19,71.1
61.5,9.5,-0.6,2720,11.7,121.3
74.5,11,0.6,2470,3.9,171.8
66.8,7.2,3.5,1840,-2.6,119
43,21.5,0.8,4800,-6,75.3
34.8,21.9,0.8,3860,6,51.4
64.3,9.8,-2.2,1900,-16.7,118.8
65.1,15.3,-4.8,3910,-2,143.7
57.4,7.2,7.3,1873,-6.4,83.4
50.5,11,8.2,2640,25.6,78.5
30.9,18.6,-1.1,3850,-3.4,37.7
75.7,14.3,2.9,3657,13.9,171.8
63.6,12.7,8.3,1587,0.2,125.7
37.1,22.7,3.2,8213,13.1,56.3
57.1,18.8,4.3,4260,16.8,116.4
12.1,31.7,-1.4,3012,-1.8,7.2
70.9,9.5,-1.3,2530,5.8,156.1
9.1,32.1,-5.5,3696,-2,4.1
63.3,18,-7.3,2953,-11.8,140.2
59.1,5.2,1,1750,-29.7,64.5
65.3,13.9,-1.7,3750,0,143.3
45.7,15.6,-8.7,4550,-14.3,78.9
25.1,14.3,-26.1,8400,-47.1,17.7
66.3,11.7,-4.3,2430,-13.8,140.9
50.8,13.9,5.9,2320,6.2,90
58.4,13.7,-1.1,5262,-1.9,118
62.2,14,-0.8,3280,-1.2,135.9
58.8,11.6,-0.7,2420,-0.7,114.9
60.5,8.4,3.1,2890,1,118.3
40.8,23.4,2.7,5410,-1.6,69
71.7,13.8,0.7,2396,-5.2,166
44.7,6.8,-1.7,2300,0.2,46.8
71.5,12.1,-1.2,2450,-13.3,160.2
50.9,7.8,1.8,1430,11.9,57.7
54,20,6.1,3680,3.3,111.4
66.9,3,-0.2,1720,-34.8,63
73.8,15,-1,2390,-4.2,171.6
59.7,11.6,-0.6,2690,-36.8,103.9
48.7,2.4,-2.2,2370,-54.7,17.5
69.6,12.2,-0.1,2267,-12.6,152.6
70.3,14.1,-1.9,3590,5.8,160.6
61,8,-9.7,1930,-19.4,97.3
67.6,12.3,3,2659,-18.4,146.6
45.3,24.3,-0.6,7231,-4.4,78.9
67.2,13.8,1.4,2380,-4.4,150.2
54.8,18.2,11.6,4830,17.5,107.6
51,9.2,-0.4,2396,61.2,51.1
68.1,8.8,1.4,3072,-14.1,146.3
64.1,13.7,-1.2,3080,-17.7,138.6
61,12.7,-5.3,3590,-16,127.8
67.1,12.8,0.2,2520,-7.3,148.8
53.3,6.3,-3.8,3030,-1.9,84.5
61.8,8.3,2.1,1890,-8.2,105.1
72.1,16.1,3.4,2930,1.1,166.3
60.2,6.4,-2,2000,-17.4,88.1
55.8,17.2,9.6,7461,25,102
71.3,14.9,0.5,3050,-5.2,165.7
21.1,7.9,-13.2,1530,-46.8,6.9
33.3,26.7,0.9,4370,-2.4,49.7
64.5,14.2,0.9,2920,-12.6,140.1
66.5,15.8,-4.4,5205,-5,140.5
67.5,8.3,2.6,2127,-27.2,120.9
56.8,7.3,0.1,2630,-2,96.1
64.4,11,-6.9,3250,-2.4,140.4
64.8,14.7,1,4407,4,138.3
39.9,23.3,-0.1,6698,9.4,65
45.9,6.2,3.6,2550,35.9,41.5
54.9,18.7,1.1,7110,3.4,103.7
41.4,22.6,3,9104,17,63
76,13.5,0.7,2172,-12.4,175.8
65,16.9,3,3700,1.9,145.1
54.8,16.4,-3.7,3210,5.1,112.6
75.1,13.5,-1.3,2013,-2.8,173.6
51.9,11.7,1.3,3580,-2.3,97
64.1,15,3.9,3090,5.9,143.1
26.5,19.1,-2.8,3520,-0.6,27
72.9,10.2,-3.1,2850,-10.2,164.7
63.7,13.3,2.4,3550,2.4,138.8
58.4,14.9,-1.1,5480,1.2,116.6
71.4,8,0.5,2630,-10.4,153.5
55.6,16.1,-3.3,6010,0.7,107.6
68.9,5.4,3.6,1280,-25.7,95.8
62.6,5.4,-3.6,1970,-52.4,59.4
19.1,18.5,-0.8,3190,-12.7,12.9
63.7,13.1,1.4,2660,-32.5,124.5
58,5.8,-0.6,2840,-32.1,83.7
50.1,14.1,2.2,3529,9.9,93.2
68.6,13.7,1.8,3680,21.3,150.3
48.9,12.4,5.9,3251,21.3,83
50.2,15.2,2.5,3470,-3.5,95.6
66.3,8.9,1,2070,-1.6,129.9
62.9,11.6,3.1,2710,-10.7,130.9
25.7,26.6,4.4,3330,13.4,29.8
52.5,18.3,-1.7,6600,-0.4,96.7
34.8,27.8,4.9,5780,4.6,53.2
63.5,13.8,3.9,6268,30.4,120.8
74.2,15,-3.4,2087,-2.2,173.4
61.3,9.4,8.5,2650,4.2,120.9
59.5,13.3,4.1,3862,2.2,123.3
64.6,10.3,-4.1,1550,-31,108.1
45.2,15.5,-9.1,2915,-15.3,75.9
19.5,41.5,-2,3383,2.8,20.1
33.3,17.5,-14.7,7420,-34.2,39.2
30.4,12,10.7,3050,36.6,24.9
42.3,17.6,1.3,4170,4.6,71
56.7,0.5,-6.6,1800,-33.4,8.5
53.4,7.9,-4.3,2490,-28.2,73.9
42.3,22.4,0.9,7359,11.5,70.7
67.7,11.4,6.8,2170,-24.8,136.1
73.5,12.2,1.1,3040,-3,171.3
25.8,16.8,-3.8,3280,-10.8,23.4
57.5,17.6,-0.6,4470,7.5,118.3
67.7,2.5,-0.2,1590,-46.9,46.6
53.1,19.9,2.7,4150,14.6,105.7
64.6,9.7,-0.8,3026,2.9,133
59.2,9.7,-4.6,1790,-32.8,89.5
40.2,24.3,1,4870,1.3,68.1
55.1,14.5,1.9,3250,20.1,108
63.8,12.9,3.8,2780,-10.9,137.6
34.1,22.5,1.8,4750,1.5,49.6
59.6,18.8,-6.1,2865,4.2,130.4
62.4,11.6,0.9,2410,-13.1,126.2
67,13.3,3.3,3140,-7.6,148.2
60.2,16.5,2.8,3960,9.3,126.6
57,2,-3.1,1510,-16.6,31.1
58.7,12.9,2.6,1930,-8.3,111.5
13.9,24.1,20.2,3220,27.8,7.8
60.9,14.8,3.8,5013,14.4,124.8
62.5,12.5,6.5,3651,6.2,134.9
50.7,19.1,-0.1,7382,-2.4,92.5
25.6,7.9,6.2,1250,22.2,11.1
55.2,13,5,1685,2.5,96.4
58.4,15.9,3.3,3440,-3.5,124.2
51.7,1.4,-1.3,1950,3.6,21.6
62.5,14.3,-1.1,5000,3.5,129.1
48.3,10.2,-2.5,4024,10.3,74.9
58.7,17.2,4.3,3469,5,125.8
50.5,15.8,8.9,4052,7.9,96.5
72,13.3,-0.5,2530,4.3,165.8
69.2,13.2,0.1,2690,9.4,157.1
69.1,18.1,0.7,3240,-6.9,155.3
28.6,18.2,3.6,3390,9.1,31
64.2,12.4,2.9,2680,-14.4,136.7
67.4,8.3,1.7,1650,-20.8,117.2
62.5,6.8,-9.1,2250,-19.8,102.8
63,10.7,1.5,3921,15.1,132.3
61.4,10.9,0.1,3501,-24.4,122.6
30.7,41.9,-28.8,7200,-24,43.1
48.8,15.9,-8,4658,-11.5,89.7
52,9.5,-9.5,3196,12.4,88.4
69.3,14.7,0.9,3030,-1.4,160.5
62.2,13.5,4.5,3170,-6.1,135
49.2,19.4,-2.7,5030,-4.3,92.8
67.4,16.6,1.3,3190,1.8,154.6
52.8,15.6,5.6,3255,23.2,100.1
67.6,5.3,1.4,2510,3.9,128.3
61.2,8.2,-1.5,2040,8.8,107
59.5,14.4,2.2,3630,23,121.5
53.5,5.6,-2.2,2411,4,62.7
43,24.2,3.3,5470,0,75.3
62,8.2,-4.1,2370,-11.1,113.5
59.8,10,-0.5,2940,-1.2,120.1
65.7,13.6,5.5,2660,-12.3,144.7
70.1,16.2,0.7,3280,-4.7,161.3
66.9,14.8,5.2,3650,10.1,149.4
66.2,5.2,1.1,1290,-19.5,88.7
53.3,21.4,8.8,4890,6,105.4
52.9,9.7,-0.3,1380,-16.5,71
59.1,8.8,6.7,5705,25.5,101.3
60.2,19.5,4.4,5600,21.1,119.1
58.4,9.5,2.3,2660,-9.6,109.2
73,16.4,1.8,2940,-11,170.9
66.4,13.5,5.6,4645,8.1,143.1
44.7,17.1,1.8,3700,11.6,77.9
65.3,14.1,-1,2980,-12.3,144.7
72.4,14,9.3,2350,-3.7,167.3
53.6,19.2,2.8,4324,14.5,106.5
64.2,12.1,3.6,2731,-2.5,138.9
75.6,17.2,-0.1,2651,-20.2,175.7
76,11.9,-3.7,2520,-6.2,177.1
71,9.6,0.1,1350,-14.6,135.3
56,15.2,1.7,5740,3.7,109.3
65.2,12.7,-0.2,3800,-0.5,142.4
78.4,12,2,2610,11.6,185.7
65.2,12.6,1.8,2890,-21.6,138.2
53.5,18,0.7,3200,10.1,107.6
65.9,9.2,-1.1,1660,3.4,122.1
66,7.5,-1.1,1670,-30.9,100.1
67,13.1,-2.7,2390,-9.4,147.3
32,21.9,11.7,6876,15.7,42.3
69,5.2,1.3,1390,-21.7,100
72.1,14.3,-0.5,3200,1.2,164.5
59.4,17.2,-0.4,2770,12.5,126.5
57.7,15,-4,4950,-1,117.2
47.6,21,3,7790,-6.6,83.7
65.2,8.7,2.6,2140,-8.7,124.9
61.1,17.1,5.5,2550,-3.6,134.2
71.8,15.8,-0.4,3188,-7.5,166.6
72.9,11.3,3,3440,5.6,168.4
50.7,21.7,1.5,7280,4.4,92.2
67.4,10.7,2.3,2340,-19.1,138.4
58.7,11.3,2.8,2644,6.6,115.9
41.2,24.4,7.1,4960,8.4,70.6
55.9,11.4,2.8,2020,-12.2,96.8
54.1,17.3,8.2,3030,13.7,109.3
67,8.7,4.7,1620,-15.1,121
52.2,20.5,-2.8,2979,-1.1,106.9
56,0.5,-4.9,1110,10.2,8.9
58.7,14.3,7.4,2570,14.4,119.4
64.7,11.5,-2.6,2440,-6.5,136.4
11.8,28.8,-0.7,3697,0.8,6.4
65.5,12.5,3.3,3573,0.2,145.3
50.6,19.5,-0.3,6952,-2.1,92.5
57.7,16.7,-3.4,4300,3,119.9
56.7,14.9,-2.8,3910,9.5,116.4
35.7,18.5,-6.1,3860,3.7,51.3
69.2,17,-3.7,4155,-12.2,153.1
28.9,20.9,7.8,3641,11.9,34
66.1,14.3,3.7,3491,5,148.3
70.9,14.3,-3.2,2498,0.7,164.3
61.9,0.7,-6.1,1250,-38.3,11.4
65.5,15.8,4.5,3200,-9.6,147.1
63.2,9.9,-6.6,2500,-7.8,127
71.2,10.5,-1.1,1790,-10.2,148.2
53.7,15.2,-1.9,4410,-3.6,106.2
69.6,5.2,-0.3,1990,-21.9,114.1
63.7,11.7,0.2,2886,-0.3,137.7
39.6,21.8,0.6,4670,6.2,65.1
19.5,38.3,-2,4358,2.3,19.8
30.2,11.7,-6.2,8232,-30.2,26
51,7.9,3.3,600,-73.8,36.1
60.6,14.5,-2.8,5750,0.3,121.8
65.4,13.3,0.2,3600,5.9,144.3
58.5,15.2,0.4,3950,4.8,122.7
28.6,17.5,-15.7,5720,-52,25.8
64.7,17,5,3480,2.8,144.9
39.7,0.8,-0.9,1440,-80.8,2.6
29.2,23.6,0.4,6150,14.2,36.3
60.1,8.8,6.6,6228,18.8,114.8
63.3,15.2,2.5,3420,-8.3,139.6
72.5,12,1.2,2937,8.3,167.8
64.9,12.8,-2,2638,-6.3,141.8
54.3,16.7,0.2,4250,-8.7,108.7
25.7,25.1,0.9,3060,-0.2,29.3
77.3,17,0.5,2610,-12,184.2
72.2,15.2,-0.8,3300,-7.7,166.9
67.4,12,2.2,3836,-6.7,150
69.1,10.8,0.6,3110,-3.7,155.5
15.6,16.5,-0.6,3207,8.8,7.5
65.1,12.6,2.4,2770,-11.7,141.3
54.4,9.9,3.2,2903,-7.4,98.6
55.4,17.8,5.6,4570,24.9,107.6
65.8,13.1,-5.4,2370,-7.6,143.2
76.3,11.2,-3.1,3540,-7.1,175.5
48,7.3,9.4,2358,33.4,25.6
15.9,14.6,-3,2100,-12.3,7.1
39.4,16.8,-7.7,3620,2.4,60.8
53.5,16.3,-0.3,5970,-0.3,102.1
67.1,17.1,0.9,2910,5.5,154.4
54.7,10.9,-0.2,1531,10.6,84.4
65.7,11.1,-0.8,2140,-15.2,132.7
52.6,18.4,-0.2,7020,0.2,96.3
75.7,9,2.3,3350,2.3,175.5
58,17.1,0.2,6680,-0.3,112.3
67.8,5.8,-0.8,1720,-6.3,114.8
66,14.2,1.5,3030,-7.3,148.3
52.8,12,3.5,3940,0.3,101.2
60.5,16.5,2.8,3780,5.1,130.2
32.9,26,9.7,4840,15.5,47
66.4,12.4,-2.5,2260,-12.9,141.4
34.4,19.1,10.9,4240,12.1,47.4
13.6,31,-2.4,3170,-1.8,8.9
59.5,9.8,-6.5,4680,6.9,111
60.5,13.2,1.2,5340,10.6,121.2
61.2,17.7,-0.7,3920,16.8,129.3
25.4,5.8,23.4,3000,51.1,8.1
40.7,7.2,15.9,2230,50.6,27.9
63.9,8.6,-0.6,1810,-27,103.8
57.3,12,5.1,4130,27.9,108.4
65.1,12.4,5,2480,-4.8,140.4
38.7,24.3,-7,5210,-4.4,63.3
72.1,9.2,2.7,2709,8.3,161
66.6,14.2,-1.4,3890,-0.9,148.3
45,31.8,-4.3,8720,-1.7,77.7
48.7,9.8,1,1588,-6,62.6
56.8,8.9,-1.1,1526,-29.5,70.4
47.2,10.7,-4.1,7200,22.8,69.6
57.3,8.2,-1,2950,-19.1,100.7
51.7,7.7,6.1,3030,1.6,85.3
59.4,15.8,-2.6,3934,-1.5,125.5
70.9,15.5,7.7,2920,-8.3,163.5
64,14,2.2,2338,-11.8,137.2
57.6,5.3,0.9,2000,6.9,75.3
55.9,19.6,-5,3700,6.6,116.2
63.4,13.2,-1,2536,-15.4,133.8
72.3,17.7,1.1,3180,-0.6,165.2
32.2,1.7,4.6,1610,56.3,3.9
63.3,6,-2.6,2450,-35.5,91
65,14.4,9.6,3060,-7.4,142.7
30,18.7,6.9,4040,16.8,34.6
54.5,7.4,1.6,2510,-21.1,82.2
58.4,1.6,-1.4,1290,-11.9,26.9
46.7,16.1,5.1,2860,-6.1,83.2
55.5,19.3,3.2,7750,4.2,103.9
72.6,12.7,-0.5,2020,-7.5,163.5
63.8,7.2,1.5,1830,-10.2,105.6
57.2,19.2,1.7,4560,7.9,117.3
48.6,24.8,-6.4,7460,-14.7,87.2
63.4,9,3.5,2340,-1.1,124.6
67.6,14.7,3.9,3080,-8.5,154
72.1,10.6,-0.5,2724,-0.5,164.8
65.8,11.2,0.1,3168,4.1,143.9
58.8,12.6,1.5,3040,-24.7,114.7
57,19.2,4.2,4590,18.9,113.5
55,15,-3.4,3310,-13.3,110.3
55.3,17.5,7.9,3590,2,114.7
66.1,4.9,-10.2,3150,-51.3,80.7
60.3,17.5,-4.8,4620,-5.4,126.3
59,15.1,1.5,3280,3,125.7
51.7,14.6,1.4,4929,2.1,98.4
76.6,12.7,2.1,3473,-0.7,180.3
49.9,11.5,3.2,4707,30.6,76.5
63,12.4,-0.9,2840,-20.1,130.9
59.5,12,-3,3110,-2.2,123.8
71.6,13.2,-1.8,2767,-1.7,165.2
61.6,11.6,1.3,4960,9.8,125.6
55.5,10.5,1.4,3170,-0.5,102
64.8,13.8,3.7,2900,-9.2,143.1
65.1,2.8,1.2,1480,-52.4,39.5
40.6,9.7,-11.1,9843,14.4,13.6
59.3,11.5,1.7,5191,2.4,120
73.6,13.3,-0.3,3410,-7,169
70.7,15.5,-2.3,2150,-0.6,163.4
63.6,9.5,1.8,6147,9.2,128
65.4,10.9,4.1,2449,-4.6,138
58.2,17.2,3.8,3990,15.5,118.3
44.3,12.1,9.4,2803,32.6,59.6
55.5,1.3,-8.2,2020,-22.6,25.3
56.5,16.5,-1.1,3670,13.4,116.5
70.1,16.6,2.7,2513,5.9,162.8
62.7,15.9,2.2,3970,18.3,133.3
18.7,39.8,-3.2,3769,1.9,18.3
39,15.6,-0.6,3468,12,57.2
59.2,8.1,-1.8,2136,-15.3,96.7
73.9,12.5,-0.1,1990,-11.2,165.6
67.4,14.3,1.5,4851,-5.9,145.1
41.2,19.5,-1.3,4951,4.5,68.4
43.6,28.3,4.9,6021,9.1,76.4
65.2,13.1,1,4310,-2.2,140.1
54.4,6.5,-2.6,2740,-35.1,70.8
33.6,11.2,11,3390,42.3,29.1
59.1,16.4,1.2,3440,-12.6,125.5
58.5,22,4.7,5620,0.9,113.6
33.3,18,0.8,3310,0.6,43.7
56.8,17.8,1.1,4080,9.9,117.5
58.4,16.8,0.4,5140,20.1,115.9
50.4,12.2,4.8,2640,5,90.4
50.6,7.5,7.2,2716,10.4,67.8
58.4,7.8,-1.1,2530,-2.4,102.8
44.5,19.6,-3,5341,-7,78.1
58.4,0.3,-7.4,1780,-21.5,11.3
47.1,20.4,3.4,7340,-9.8,82.7
73.3,13.5,-0.2,2550,-14,168.9
64.3,14,1.5,3030,-15.3,140.2
26.2,4.4,-9,2520,-66.1,6.2
61.5,8.7,-3.3,1910,-11.7,105.5
41.2,17.6,0.7,3480,5,67.6
65.1,11.6,-0.1,4302,9.4,140.1
65.9,8.5,-0.2,3055,5.2,140.5
65.9,9.6,5.8,1790,-6.1,126.3
70.8,15.5,-0.8,2381,-0.7,163.9
49.2,14.6,-1.3,4984,21.5,83.7
35.5,19.6,1.9,3080,0.8,51.5
66,13.5,2.6,2637,10.8,145.8
39.1,24.3,-1.8,7000,-13.1,62.5
77.2,12.5,5.4,2330,-7.1,182.4
48.7,20.1,2.9,6620,0.2,88.1
69.2,11.3,3,2480,4.6,153.3
53.5,16.2,-1.6,6440,-0.7,99.3
11.9,30.2,-1.6,3585,0.5,6.8
51.3,32,-5.8,8970,-15.5,90.6
54,12.5,0,3410,14.6,103.4
71.6,12.4,1.3,3072,-12.2,164.3
66.4,15.1,1.9,2000,2.8,146.6
70.5,11.3,2.1,3414,1.9,161.1
67.6,10.3,-6,3063,-12.3,148
61.7,12.6,0.5,4600,10,127.6
18.6,31.7,-1.3,5690,-1.7,16.9
57,8.7,-2.4,6056,13.8,107.3
65.3,15.6,-0.2,4317,5.3,142.2
13.5,29.1,-1.7,3894,0.1,8.5
73.1,19.1,0.7,3440,-6.6,168.6
73,21.6,3.5,4970,-3.2,154
46.1,20.2,4.5,7751,-8.7,79.5
61.2,6.9,0.5,3102,-0.6,114.8
35.1,36.9,-13,7280,4.6,54.4
47.3,20.3,5.2,7380,-6.4,83.2
43.2,31,-0.7,7240,-1.8,74.5
53.7,21,-3,4700,2,107.2
48.3,20.4,0.3,3117,11.8,92.8
50.9,20.3,2.4,5411,-5.2,97.2
69.3,8,-0.6,1870,-38.1,111.9
45.1,25.8,4.8,6980,7.8,79.3
62.4,6.7,-3.3,1210,-14.2,83.9
46.7,5,-0.7,2540,12.2,59.8
70.8,15.3,0.8,2987,6.3,163.5
42.5,20.9,2,5040,13.6,72.3
54.5,10.6,-2.8,2520,-14.4,95
59,6.8,-0.6,2240,-4.7,94.8
24.5,37.6,-21.9,6050,8.4,29.8
29,6.2,23.9,3650,40.1,13.2
56.4,15.3,-6.4,3480,4,116.9
46.6,16.5,1.7,5570,11.8,81.9
65.7,14.9,4.8,2650,10,147
21,30.6,-1.1,5410,0.4,21.1
63.9,9.5,-1.7,2330,-6.3,127.2
67.6,5.2,0.9,1490,-13.7,101.4
54.9,15.1,4.7,3574,8.1,111.1
41.7,17.2,-1.4,2673,0.9,67.5
40,17.7,2.5,4790,-4.7,63.5
34.9,7,19.7,2800,52.4,20.3
57.6,15.9,1.8,3240,-9.3,121.1
58.1,15,-1.5,3706,-10.5,121.3
55.3,13,6.5,3241,9.2,108.4
48,6.3,18.1,6587,23.9,48.7
54.3,18.1,1.4,6400,-3.2,102.9
56.7,7.4,3.5,2260,-3.9,89.5
65.7,10.2,-3,2030,-11.5,129.7
65.8,12.6,-0.7,3010,-9.4,145.6
53.4,20.3,0.1,6988,0,100.2
60.6,14.7,2.6,3912,10.1,128.7
65.9,10.7,3.1,2290,-14.9,134.3
61.1,16,-2.9,5192,10.1,125.3
58.3,9.8,-4.2,2690,-33.5,96.8
74.1,13.8,0.1,1436,-13.1,163.6
62.4,12.5,-0.6,6301,14.3,123.8
68.4,10.9,-4.2,2460,-29.7,136
62.4,15.9,5.7,4013,15,131.5
68.7,7.4,3.5,1530,-15.4,119.7
75,13.1,-1,2163,-13.5,171.4
66.7,8.2,-3.2,2280,-11.4,130.5
50.4,3.2,-1.2,1800,-13.1,35.5
13.3,27.4,-3.9,2830,-1.7,7.9
55.9,23.5,-2.5,5860,-6.7,107.7
66.6,5.9,3.1,1460,-32.1,87.4
